"","gender","NationalITy","PlaceofBirth","StageID","GradeID","SectionID","Topic","Semester","Relation","raisedhands","VisITedResources","AnnouncementsView","Discussion","ParentAnsweringSurvey","ParentschoolSatisfaction","StudentAbsenceDays","Class"
"100",1,0.307692307692308,0.307692307692308,0.5,0,0.5,0.636363636363636,0,0,0.5,0.0707070707070707,0.0918367346938776,0.5,1,0,0,1
"101",1,0.307692307692308,0.307692307692308,0.5,0,0.5,0.636363636363636,0,0,0.5,0.909090909090909,0.408163265306122,0.908163265306122,1,0,1,1
"102",0,0.307692307692308,0.307692307692308,0.5,0,0.5,0.636363636363636,0,1,0.7,0.929292929292929,0.510204081632653,0.0612244897959184,1,1,1,0
"103",0,0.307692307692308,0.307692307692308,0.5,0,0.5,0.636363636363636,0,0,0.02,0.0606060606060606,0.0204081632653061,0.0714285714285714,0,0,0,0.5
"104",1,0.307692307692308,0.307692307692308,0.5,0,0.5,0.636363636363636,0,0,0.01,0.0707070707070707,0.0612244897959184,0.0918367346938776,0,0,0,0.5
"105",1,0.307692307692308,0.307692307692308,0.5,0,0.5,0.636363636363636,0,0,0,0.121212121212121,0.0306122448979592,0.0204081632653061,1,1,0,1
"106",0,0.307692307692308,0.307692307692308,0.5,0,0.5,0.636363636363636,0,0,0,0,0.0510204081632653,0.806122448979592,1,1,0,0.5
"107",0,0.307692307692308,0.307692307692308,0.5,0,0.5,0.636363636363636,0,0,0.12,0.262626262626263,0.0714285714285714,0.397959183673469,1,1,1,1
"108",1,0.307692307692308,0.307692307692308,0.5,0,0.5,0.636363636363636,0,0,0.7,0.909090909090909,0.418367346938776,0.326530612244898,1,0,1,0
"109",1,0.692307692307692,0.692307692307692,0.5,0,0.5,0.636363636363636,0,0,0.07,0.121212121212121,0.0510204081632653,0.0204081632653061,0,0,0,1
"110",1,0.307692307692308,0.307692307692308,0.5,0,0.5,0.636363636363636,0,0,0.9,0.707070707070707,0.306122448979592,0.13265306122449,0,0,1,1
"111",0,0.230769230769231,0.230769230769231,0.5,0,0.5,0.636363636363636,0,1,0.7,0.888888888888889,0.561224489795918,0.397959183673469,1,1,1,0
"112",1,0.307692307692308,0.307692307692308,0.5,0,1,0.636363636363636,0,0,0.77,0.808080808080808,0.520408163265306,0.806122448979592,0,1,1,1
"113",1,0.307692307692308,0.307692307692308,0.5,0,0.5,0.636363636363636,0,0,0.02,0.0505050505050505,0.0306122448979592,0.5,0,0,0,0.5
"114",1,0.307692307692308,0.307692307692308,0.5,0,0.5,0.636363636363636,0,0,0.25,0.272727272727273,0,0.693877551020408,0,0,0,0.5
"115",1,0.307692307692308,0.307692307692308,0.5,0,0.5,0.636363636363636,0,0,0.11,0.0202020202020202,0,0.5,0,0,0,0.5
"116",1,0.307692307692308,0.307692307692308,0.5,0,0.5,0.636363636363636,0,0,0,0.0808080808080808,0.112244897959184,0.704081632653061,1,1,0,0.5
"117",0,0.307692307692308,0.307692307692308,0.5,0,1,0.636363636363636,0,1,0.77,0.808080808080808,0.122448979591837,0.183673469387755,1,1,0,1
"118",0,0.307692307692308,0.307692307692308,0.5,0,1,0.636363636363636,0,1,0.25,0.292929292929293,0.408163265306122,0.163265306122449,0,1,1,0
"119",0,0.307692307692308,0.307692307692308,0.5,0,1,0.636363636363636,0,1,0.24,0.353535353535354,0.23469387755102,0.214285714285714,1,1,0,1
"120",1,0.307692307692308,0.307692307692308,0.5,0,1,0.636363636363636,0,0,0.6,0.606060606060606,0.0306122448979592,0.602040816326531,0,0,1,1
"121",1,0.307692307692308,0.307692307692308,0.5,0,1,0.636363636363636,0,1,0.21,0.121212121212121,0,0.5,1,1,1,1
"122",1,0.307692307692308,0.307692307692308,0.5,0,1,0.636363636363636,0,1,0,0.0404040404040404,0.0816326530612245,0.295918367346939,0,0,0,0.5
"123",0,0.307692307692308,0.307692307692308,0.5,0,0.5,0.636363636363636,0,0,0.66,0.909090909090909,0.561224489795918,0.112244897959184,1,1,0,1
"124",0,0.384615384615385,0.384615384615385,0.5,0,0.5,0.636363636363636,0,0,0.7,0.98989898989899,0.0714285714285714,0.0408163265306122,1,1,1,1
"125",1,0.307692307692308,0.307692307692308,0.5,0,1,0.636363636363636,0,0,0,0.0606060606060606,0.0408163265306122,0.142857142857143,1,0,1,0.5
"126",1,0.307692307692308,0.307692307692308,0.5,0,0.5,0.636363636363636,0,0,0.12,0.303030303030303,0,0.163265306122449,0,1,0,0.5
"127",0,0.0769230769230769,0.0769230769230769,0.5,0,1,0.636363636363636,0,0,0.02,0.0909090909090909,0.0714285714285714,0.551020408163265,1,1,1,1
"128",1,0.307692307692308,0.307692307692308,0.5,0,0.5,0.636363636363636,0,0,0.55,0.333333333333333,0.0612244897959184,0.0816326530612245,0,0,0,0.5
"129",1,0.307692307692308,0.307692307692308,0.5,0,1,0.636363636363636,0,0,0.12,0.101010101010101,0.204081632653061,0.153061224489796,0,0,1,0.5
"130",1,0.307692307692308,0.307692307692308,0.5,0,0.5,0.636363636363636,0,0,0.7,0.909090909090909,0.0204081632653061,0.0102040816326531,1,1,1,0.5
"131",0,0.307692307692308,0.307692307692308,0.5,0,1,0.636363636363636,0,0,0.07,0.0909090909090909,0.0510204081632653,0.295918367346939,0,0,0,0.5
"132",1,0.230769230769231,0.230769230769231,0.5,0,1,0.636363636363636,0,0,0.8,0.424242424242424,0.204081632653061,0.5,1,1,1,1
"133",1,0.307692307692308,0.307692307692308,0.5,0,1,0.636363636363636,1,0,0,0.0303030303030303,0.102040816326531,0.0204081632653061,0,0,0,0.5
"134",1,0.307692307692308,0.307692307692308,0.5,0,0,0.636363636363636,1,0,0.12,0.606060606060606,0,0.704081632653061,1,1,0,0.5
"135",1,0.307692307692308,0.307692307692308,1,0.444444444444444,0,0.818181818181818,1,0,0.8,0.808080808080808,0.153061224489796,0.704081632653061,1,1,1,0
"136",0,0,0,1,0.444444444444444,0,0.818181818181818,1,1,0.7,0.808080808080808,0.969387755102041,0.704081632653061,1,1,1,0
"137",0,0.307692307692308,0.923076923076923,0,0.888888888888889,0,0.818181818181818,1,1,0.7,0.808080808080808,0.969387755102041,0.704081632653061,1,1,1,0
"138",0,0.307692307692308,0.923076923076923,0,0.888888888888889,0,0.818181818181818,0,1,0.6,0.808080808080808,0.510204081632653,0.397959183673469,0,0,1,1
"139",0,0.230769230769231,0,1,0.444444444444444,0,0.818181818181818,0,1,1,0.808080808080808,0.969387755102041,0.908163265306122,0,0,1,0
"140",1,0.230769230769231,0.923076923076923,1,0.444444444444444,0,0.818181818181818,0,1,1,0.858585858585859,0.86734693877551,0.704081632653061,0,0,1,1
"141",1,0.846153846153846,0.846153846153846,1,0.444444444444444,0,0.818181818181818,0,0,0.1,0.606060606060606,0.0510204081632653,0.193877551020408,1,0,0,0.5
"142",1,0.846153846153846,0.846153846153846,1,0.444444444444444,0,0.818181818181818,1,0,0.19,0.656565656565657,0.510204081632653,0.0918367346938776,0,0,0,0.5
"143",1,0.846153846153846,0.846153846153846,1,0.444444444444444,0,0.818181818181818,1,0,0.1,0.757575757575758,0.561224489795918,0.102040816326531,1,1,1,1
"144",1,0.307692307692308,0.307692307692308,1,0.444444444444444,0,0.818181818181818,1,0,0.8,0.909090909090909,0.561224489795918,0.183673469387755,1,1,1,0
"145",1,0.307692307692308,0.307692307692308,1,0.444444444444444,0,0.818181818181818,1,0,0.1,0.101010101010101,0.153061224489796,0.183673469387755,0,0,0,0.5
"146",1,0.846153846153846,0.692307692307692,1,0.444444444444444,0,0.818181818181818,1,0,0.7,0.757575757575758,0.561224489795918,0.102040816326531,1,0,1,1
"147",0,0.384615384615385,0.384615384615385,1,0.444444444444444,0,0.818181818181818,1,1,1,0.757575757575758,0.510204081632653,0.704081632653061,1,1,1,0
"148",0,0.384615384615385,0.384615384615385,1,0.444444444444444,0,0.818181818181818,1,0,0.1,0.797979797979798,0.306122448979592,0.295918367346939,0,0,1,1
"149",0,0.230769230769231,0.230769230769231,1,0.444444444444444,0,0.818181818181818,1,0,0.6,0.555555555555556,0.306122448979592,0.397959183673469,0,0,1,1
"150",0,0.230769230769231,0.384615384615385,1,0.444444444444444,0,0.818181818181818,1,1,1,0.757575757575758,0.510204081632653,0.704081632653061,1,0,1,0
"151",1,0.692307692307692,0.692307692307692,0,0.888888888888889,0,0.818181818181818,1,0,0.8,0.808080808080808,0.520408163265306,0.591836734693878,1,1,1,0
"152",1,0.692307692307692,0.923076923076923,0,0.888888888888889,0,0.909090909090909,1,0,0.23,0.636363636363636,0.724489795918367,0.897959183673469,1,1,1,1
"153",0,0.692307692307692,0.923076923076923,0,0.888888888888889,0.5,0.909090909090909,1,0,1,0.919191919191919,1,0.397959183673469,1,0,1,0
"154",1,0.692307692307692,0.923076923076923,0,0.888888888888889,0.5,1,1,0,0.1,0.515151515151515,0.408163265306122,0.397959183673469,0,0,0,0.5
"155",1,0.692307692307692,0.923076923076923,0,0.888888888888889,0.5,0.272727272727273,1,0,0.7,0.505050505050505,0.336734693877551,0.408163265306122,0,0,0,1
"156",1,0.692307692307692,0.923076923076923,0,0.888888888888889,0.5,0.727272727272727,1,0,0.7,0.585858585858586,0.744897959183674,0.918367346938776,1,0,1,0
"157",0,0.846153846153846,0.923076923076923,0,0.888888888888889,0.5,0.363636363636364,1,0,0.7,0.505050505050505,0.306122448979592,0.489795918367347,1,1,1,1
"158",1,0.846153846153846,0.846153846153846,0,0.888888888888889,0.5,0.909090909090909,1,0,0.7,0.505050505050505,0.336734693877551,0.397959183673469,0,1,1,1
"159",1,0.846153846153846,0.307692307692308,1,0.444444444444444,0.5,0.909090909090909,1,0,0.22,0.515151515151515,0.489795918367347,0.0918367346938776,0,0,0,0.5
"160",0,0.307692307692308,0.307692307692308,1,0.444444444444444,0.5,0.909090909090909,1,0,0.62,0.686868686868687,0.489795918367347,0.806122448979592,1,1,1,1
"161",0,0.230769230769231,0.230769230769231,1,0.444444444444444,0.5,0.909090909090909,1,1,0.82,0.898989898989899,0.591836734693878,0.5,1,1,1,0
"162",1,0.230769230769231,0.230769230769231,1,0.444444444444444,0.5,0.909090909090909,1,1,0.72,0.808080808080808,0.591836734693878,0.663265306122449,0,0,1,1
"163",0,0.230769230769231,0.230769230769231,0.5,0,0.5,0.363636363636364,1,1,0.7,0.828282828282828,0.0306122448979592,0.73469387755102,0,0,1,0
"164",0,0.230769230769231,0.923076923076923,0.5,0,0.5,0.363636363636364,1,1,0.6,0.828282828282828,0.948979591836735,0.428571428571429,0,0,0,1
"165",1,0.230769230769231,0.230769230769231,0.5,0,0.5,0.363636363636364,1,1,0.55,0.727272727272727,0.846938775510204,0.13265306122449,1,1,0,1
"166",0,0.538461538461538,0.538461538461538,0.5,0,0.5,0.363636363636364,1,1,0.72,0.656565656565657,0.744897959183674,0.663265306122449,1,1,1,0
"167",1,0.307692307692308,0.307692307692308,0.5,0,0.5,0.363636363636364,1,1,0.51,0.828282828282828,0.540816326530612,0.428571428571429,0,0,1,1
"168",1,0.846153846153846,0.846153846153846,0.5,0,0.5,0.363636363636364,1,1,0.8,0.929292929292929,0.846938775510204,0.428571428571429,1,1,1,0
"169",1,0.307692307692308,0.307692307692308,0.5,0,0.5,0.363636363636364,1,1,0.6,0.525252525252525,0.23469387755102,0.326530612244898,1,1,1,0
"170",1,0.307692307692308,0.307692307692308,0.5,0,0.5,0.363636363636364,1,1,0.3,0.121212121212121,0.295918367346939,0.224489795918367,0,0,1,1
"171",1,0.307692307692308,0.307692307692308,0.5,0,0.5,0.363636363636364,1,0,0.4,0.626262626262626,0.846938775510204,0.326530612244898,1,1,1,0
"172",1,0.307692307692308,0.307692307692308,0.5,0,0.5,0.363636363636364,1,1,0.6,0.525252525252525,0.23469387755102,0.326530612244898,0,1,1,1
